market,company,destination,model,powertrain,scenario,units,ti_per_vehicle_kgco2e,crossover_year,crossover_calendar_year,reason
EU27,kia,DE,PROCEED,ICE,S1,4435,-9801.3681,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,DE,RIO,HEV,S1,12,-4844.7463,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,DE,RIO,ICE,S1,77,-3836.5121,0.893,2024.9,within lifetime
EU27,kia,DE,SG2,HEV,S1,3,-14214.1514,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,DE,SORENTO,HEV,S1,638,-13241.4336,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,DE,SORENTO,ICE,S1,2172,-14458.0088,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,DE,SOUL,BEV,S1,670,15411.2528,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,DE,SP3,ICE,S1,1,-14537.0469,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,DE,SPORTAGE,HEV,S1,13187,-9114.2354,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,DE,SPORTAGE,ICE,S1,508,-10851.064,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,DE,STINGER,ICE,S1,53,-30456.5242,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,DE,STONIC,HEV,S1,2200,-5369.7894,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,DE,STONIC,ICE,S1,3329,-4666.3686,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,DE,TK,ICE,S1,2,-39061.6471,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,DE,XCEED,HEV,S1,148,-5702.9752,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,DE,XCEED,ICE,S1,3370,-8437.6928,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,DE,YB,ICE,S1,2,-11202.5618,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,DK,CEED,HEV,S1,1,-5120.5275,1.283,2025.3,within lifetime
EU27,kia,DK,CEED,ICE,S1,316,-5027.5448,1.371,2025.4,within lifetime
EU27,kia,DK,EV3,BEV,S1,572,19650.764,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,DK,EV6,BEV,S1,792,19347.0285,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,DK,EV9,BEV,S1,158,18761.7874,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,DK,NIRO,BEV,S1,1405,19519.6289,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,DK,PICANTO,ICE,S1,685,-2542.0789,3.834,2027.8,within lifetime
EU27,kia,DK,PROCEED,ICE,S1,144,-9815.268,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,DK,RIO,ICE,S1,1,-4894.598,1.497,2025.5,within lifetime
EU27,kia,DK,SPORTAGE,HEV,S1,43,-11513.891,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,DK,SPORTAGE,ICE,S1,2,-11142.3018,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,DK,STONIC,HEV,S1,5,-6566.296,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,DK,STONIC,ICE,S1,85,-5520.6394,0.91,2024.9,within lifetime
EU27,kia,DK,XCEED,ICE,S1,40,-7630.6614,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,EE,CEED,HEV,S1,30,350.4598,11.082,2035.1,within lifetime
EU27,kia,EE,CEED,ICE,S1,317,-1998.266,8.558,2032.6,within lifetime
EU27,kia,EE,EV3,BEV,S1,14,21274.2843,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,EE,EV6,BEV,S1,33,20377.6321,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,EE,EV9,BEV,S1,24,18692.5652,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,EE,NIRO,BEV,S1,8,20976.2035,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,EE,NIRO,HEV,S1,73,4253.2468,15.823,2039.8,within lifetime
EU27,kia,EE,PICANTO,ICE,S1,23,-134.9014,10.542,2034.5,within lifetime
EU27,kia,EE,PROCEED,ICE,S1,104,-3331.1985,7.216,2031.2,within lifetime
EU27,kia,EE,RIO,ICE,S1,6,284.372,11.008,2035.0,within lifetime
EU27,kia,EE,SORENTO,HEV,S1,1,-9676.671,1.553,2025.6,within lifetime
EU27,kia,EE,SORENTO,ICE,S1,106,-10059.5072,1.244,2025.2,within lifetime
EU27,kia,EE,SPORTAGE,HEV,S1,686,-4383.3121,6.199,2030.2,within lifetime
EU27,kia,EE,SPORTAGE,ICE,S1,58,-6117.408,4.595,2028.6,within lifetime
EU27,kia,EE,STONIC,HEV,S1,5,-1088.1221,9.51,2033.5,within lifetime
EU27,kia,EE,STONIC,ICE,S1,62,-453.5745,10.193,2034.2,within lifetime
EU27,kia,EE,XCEED,ICE,S1,98,-3244.4297,7.302,2031.3,within lifetime
EU27,kia,ES,CEED,HEV,S1,2325,-4747.3952,3.769,2027.8,within lifetime
EU27,kia,ES,CEED,ICE,S1,3706,-3614.9834,5.085,2029.1,within lifetime
EU27,kia,ES,EV3,BEV,S1,776,30225.7481,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,ES,EV6,BEV,S1,771,29891.0455,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,ES,EV9,BEV,S1,178,28828.6197,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,ES,NIRO,BEV,S1,1092,30014.8496,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,ES,NIRO,HEV,S1,8616,1877.2825,12.106,2036.1,within lifetime
EU27,kia,ES,PICANTO,ICE,S1,3125,-2700.6728,6.177,2030.2,within lifetime
EU27,kia,ES,PROCEED,HEV,S1,85,-6874.3616,1.401,2025.4,within lifetime
EU27,kia,ES,PROCEED,ICE,S1,37,-12293.212,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,ES,RIO,HEV,S1,1,-2642.203,6.248,2030.2,within lifetime
EU27,kia,ES,RIO,ICE,S1,41,-6225.7781,2.11,2026.1,within lifetime
EU27,kia,ES,SORENTO,HEV,S1,730,-14231.2641,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,ES,SORENTO,ICE,S1,143,-17390.5671,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,ES,SPORTAGE,HEV,S1,13057,-8868.015,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,ES,SPORTAGE,ICE,S1,4161,-13467.0608,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,ES,STONIC,HEV,S1,7620,-4743.2551,3.774,2027.8,within lifetime
EU27,kia,ES,STONIC,ICE,S1,3162,-6495.6919,1.813,2025.8,within lifetime
EU27,kia,ES,XCEED,HEV,S1,3744,-8947.2913,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,ES,XCEED,ICE,S1,3951,-8091.5278,0.102,2024.1,within lifetime
EU27,kia,FI,CEED,HEV,S1,599,-23241.9978,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,FI,CEED,ICE,S1,579,-23519.9343,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,FI,EV3,BEV,S1,82,11847.293,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,FI,EV6,BEV,S1,328,11713.6449,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,FI,EV9,BEV,S1,219,11411.1933,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,FI,NIRO,BEV,S1,186,11794.8273,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,FI,NIRO,HEV,S1,376,-16042.9397,0.57,2024.6,within lifetime
EU27,kia,FI,PICANTO,ICE,S1,241,-20066.718,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,FI,PROCEED,HEV,S1,3,-24200.6198,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,FI,PROCEED,ICE,S1,164,-24806.4404,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,FI,RIO,HEV,S1,16,-21658.8626,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,FI,RIO,ICE,S1,285,-22861.091,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,FI,SORENTO,HEV,S1,35,-32825.2098,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,FI,SORENTO,ICE,S1,9,-35795.9491,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,FI,SOUL,BEV,S1,15,11824.1338,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,FI,SPORTAGE,HEV,S1,121,-25594.7342,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,FI,SPORTAGE,ICE,S1,7,-30310.1799,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,FI,STONIC,HEV,S1,63,-22009.4676,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,FI,STONIC,ICE,S1,764,-22855.7112,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,FI,XCEED,HEV,S1,31,-26713.5083,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,FI,XCEED,ICE,S1,123,-26752.8883,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,FR,CEED,HEV,S1,433,-4087.6936,0.118,2024.1,within lifetime
EU27,kia,FR,CEED,ICE,S1,2074,-6985.1786,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,FR,EV3,BEV,S1,345,23186.891,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,FR,EV6,BEV,S1,1695,23092.2083,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,FR,EV9,BEV,S1,354,22743.6272,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,FR,NIRO,BEV,S1,2497,23130.2608,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,FR,NIRO,HEV,S1,4773,-3.1877,7.748,2031.7,within lifetime
EU27,kia,FR,PICANTO,ICE,S1,8789,-4108.6797,0.082,2024.1,within lifetime
EU27,kia,FR,PROCEED,ICE,S1,596,-7547.9587,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,FR,RIO,ICE,S1,97,-5224.6434,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,FR,SORENTO,HEV,S1,59,-11816.3325,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,FR,SOUL,BEV,S1,19,23161.6687,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,FR,SPORTAGE,HEV,S1,12899,-6826.9364,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,FR,SPORTAGE,ICE,S1,195,-11272.9123,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,FR,STONIC,HEV,S1,1315,-6184.6459,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,FR,STONIC,ICE,S1,5610,-6015.7063,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,FR,XCEED,HEV,S1,160,-6797.3075,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,FR,XCEED,ICE,S1,882,-8792.692,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,GR,EV3,BEV,S1,13,12809.8067,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,GR,EV6,BEV,S1,29,11704.6784,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,GR,EV9,BEV,S1,12,9640.8411,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,GR,NIRO,BEV,S1,48,12298.5736,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,GR,NIRO,HEV,S1,13,-10270.8779,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,GR,PICANTO,ICE,S1,1883,-13442.8966,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,GR,SPORTAGE,HEV,S1,725,-20591.2625,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,GR,STONIC,HEV,S1,76,-15520.9291,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,GR,STONIC,ICE,S1,1288,-16948.1457,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,GR,XCEED,HEV,S1,366,-19663.1785,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,GR,XCEED,ICE,S1,128,-19669.1141,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,HR,CEED,HEV,S1,5,11580.1191,51.429,2075.4,after lifetime
EU27,kia,HR,CEED,ICE,S1,554,11017.4291,49.12,2073.1,after lifetime
EU27,kia,HR,EV6,BEV,S1,4,43848.2585,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,HR,EV9,BEV,S1,1,44581.298,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,HR,NIRO,HEV,S1,4,20088.3046,90.97,2115.0,after lifetime
EU27,kia,HR,PICANTO,ICE,S1,245,15852.3152,70.103,2094.1,after lifetime
EU27,kia,HR,PROCEED,ICE,S1,34,9214.6183,41.931,2065.9,after lifetime
EU27,kia,HR,RIO,ICE,S1,73,11920.462,52.842,2076.8,after lifetime
EU27,kia,HR,SORENTO,HEV,S1,11,822.4942,12.056,2036.1,within lifetime
EU27,kia,HR,SORENTO,ICE,S1,17,-1433.511,4.868,2028.9,within lifetime
EU27,kia,HR,SPORTAGE,HEV,S1,313,7149.0873,34.061,2058.1,after lifetime
EU27,kia,HR,SPORTAGE,ICE,S1,436,3984.4712,22.688,2046.7,after lifetime
EU27,kia,HR,STONIC,HEV,S1,7,14300.9588,63.076,2087.1,after lifetime
EU27,kia,HR,STONIC,ICE,S1,1138,11899.3662,52.754,2076.8,after lifetime
EU27,kia,HR,XCEED,ICE,S1,432,8091.1396,37.604,2061.6,after lifetime
EU27,kia,HU,CEED,ICE,S1,2560,-4477.5322,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,HU,EV3,BEV,S1,26,33263.3686,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,HU,EV6,BEV,S1,32,32663.428,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,HU,EV9,BEV,S1,45,31160.7781,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,HU,NIRO,BEV,S1,106,33033.4453,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,HU,NIRO,HEV,S1,173,4697.8807,39.423,2063.4,after lifetime
EU27,kia,HU,PICANTO,ICE,S1,156,-97.8545,9.843,2033.8,within lifetime
EU27,kia,HU,PROCEED,ICE,S1,449,-6728.1017,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,HU,SORENTO,HEV,S1,50,-12202.4461,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,HU,SORENTO,ICE,S1,185,-16424.1358,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,HU,SOUL,BEV,S1,1,33177.8423,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,HU,SPORTAGE,HEV,S1,585,-7488.8874,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,HU,SPORTAGE,ICE,S1,1348,-12673.3448,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,HU,STINGER,ICE,S1,1,-40334.1214,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,HU,STONIC,HEV,S1,2,-3412.1737,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,HU,STONIC,ICE,S1,129,-2848.1081,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,HU,XCEED,ICE,S1,410,-7148.1915,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,IE,CEED,HEV,S1,277,-8504.8779,1.354,2025.4,within lifetime
EU27,kia,IE,CEED,ICE,S1,383,-10903.0555,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,IE,EV3,BEV,S1,20,24206.3966,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,IE,EV6,BEV,S1,749,23318.2264,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,IE,EV9,BEV,S1,278,20792.508,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,IE,NIRO,BEV,S1,440,23721.3336,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,IE,NIRO,HEV,S1,453,-4256.1634,4.714,2028.7,within lifetime
EU27,kia,IE,PICANTO,ICE,S1,471,-7591.6082,2.045,2026.0,within lifetime
EU27,kia,IE,SORENTO,ICE,S1,559,-23205.8864,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,IE,SPORTAGE,HEV,S1,1256,-12708.9574,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,IE,SPORTAGE,ICE,S1,1847,-15461.0706,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,IE,STONIC,HEV,S1,110,-12483.7946,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,IE,STONIC,ICE,S1,688,-10404.806,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,IT,CEED,HEV,S1,134,-8393.1327,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,IT,CEED,ICE,S1,24,-14581.576,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,IT,EV3,BEV,S1,191,17958.7315,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,IT,EV6,BEV,S1,134,16504.7285,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,IT,EV9,BEV,S1,109,14203.6177,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,IT,NIRO,BEV,S1,110,17509.5019,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,IT,NIRO,HEV,S1,1863,-3246.4116,2.129,2026.1,within lifetime
EU27,kia,IT,NIRO,ICE,S1,112,-2412.8902,3.75,2027.7,within lifetime
EU27,kia,IT,PICANTO,ICE,S1,12428,-6117.6752,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,IT,PROCEED,HEV,S1,65,-10152.7133,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,IT,PROCEED,ICE,S1,142,-12932.0759,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,IT,SORENTO,HEV,S1,222,-18821.3702,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,IT,SORENTO,ICE,S1,491,-21087.1764,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,IT,SOUL,ICE,S1,1,-20221.2748,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,IT,SPORTAGE,HEV,S1,18540,-11722.5039,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,IT,SPORTAGE,ICE,S1,2937,-13351.314,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,IT,STONIC,HEV,S1,1794,-9049.0735,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,IT,STONIC,ICE,S1,5062,-8139.3129,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,IT,XCEED,HEV,S1,1182,-11667.9254,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,IT,XCEED,ICE,S1,1047,-10538.0549,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,LT,CEED,HEV,S1,2,-14960.8546,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,LT,CEED,ICE,S1,445,-18431.394,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,LT,EV3,BEV,S1,6,24412.382,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,LT,EV6,BEV,S1,19,24009.3738,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,LT,EV9,BEV,S1,10,23274.9816,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,LT,NIRO,BEV,S1,24,24280.3618,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,LT,NIRO,HEV,S1,44,-8600.0498,1.751,2025.8,within lifetime
EU27,kia,LT,PICANTO,ICE,S1,27,-15766.4918,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,LT,PROCEED,ICE,S1,327,-21209.3109,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,LT,RIO,ICE,S1,2,-16448.598,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,LT,SORENTO,ICE,S1,23,-31342.5227,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,LT,SPORTAGE,HEV,S1,1044,-22091.3858,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,LT,SPORTAGE,ICE,S1,45,-25065.6052,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,LT,STONIC,ICE,S1,57,-16460.3515,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,LT,XCEED,ICE,S1,71,-20589.5218,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,LV,CEED,HEV,S1,7,-10526.4666,1.54,2025.5,within lifetime
EU27,kia,LV,CEED,ICE,S1,252,-13435.8419,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,LV,EV3,BEV,S1,4,28570.7314,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,LV,EV6,BEV,S1,11,28020.4039,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,LV,EV9,BEV,S1,12,26930.1009,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,LV,NIRO,BEV,S1,23,28325.1705,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,LV,NIRO,HEV,S1,11,-4209.2144,6.482,2030.5,within lifetime
EU27,kia,LV,PICANTO,ICE,S1,15,-10784.5133,1.354,2025.4,within lifetime
EU27,kia,LV,PROCEED,ICE,S1,27,-17687.0097,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,LV,RIO,ICE,S1,2,-10694.5995,1.419,2025.4,within lifetime
EU27,kia,LV,SORENTO,ICE,S1,17,-26758.0913,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,LV,SPORTAGE,HEV,S1,288,-16532.0142,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,LV,SPORTAGE,ICE,S1,35,-20587.11,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,LV,STONIC,HEV,S1,2,-12436.3207,0.191,2024.2,within lifetime
EU27,kia,LV,STONIC,ICE,S1,31,-11586.3883,0.784,2024.8,within lifetime
EU27,kia,LV,XCEED,ICE,S1,33,-15874.2025,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,MT,CEED,HEV,S1,5,4767.3218,124.888,2148.9,after lifetime
EU27,kia,MT,CEED,ICE,S1,3,3854.4479,101.292,2125.3,after lifetime
EU27,kia,MT,EV6,BEV,S1,4,16799.381,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,MT,EV9,BEV,S1,3,14054.4871,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,MT,NIRO,BEV,S1,21,18219.1538,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,MT,NIRO,HEV,S1,8,9076.0253,250.179,2274.2,after lifetime
EU27,kia,MT,PICANTO,ICE,S1,319,6324.368,167.318,2191.3,after lifetime
EU27,kia,MT,SPORTAGE,HEV,S1,10,3555.203,93.747,2117.7,after lifetime
EU27,kia,MT,STONIC,ICE,S1,113,4309.4018,112.94,2136.9,after lifetime
EU27,kia,MT,XCEED,HEV,S1,4,2778.6893,74.585,2098.6,after lifetime
EU27,kia,MT,XCEED,ICE,S1,4,2364.3225,64.595,2088.6,after lifetime
EU27,kia,NL,CEED,HEV,S1,228,-13376.9142,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,NL,CEED,ICE,S1,2900,-13265.2521,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,NL,EV3,BEV,S1,126,14244.9381,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,NL,EV6,BEV,S1,2717,13796.913,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,NL,EV9,BEV,S1,1044,12316.3532,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,NL,NIRO,BEV,S1,5373,13988.403,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,NL,NIRO,HEV,S1,4977,-7038.382,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,NL,PICANTO,ICE,S1,8373,-9568.3677,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,NL,PROCEED,ICE,S1,669,-15619.1422,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,NL,RIO,HEV,S1,10,-11245.7405,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,NL,SORENTO,HEV,S1,56,-20135.247,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,NL,SOUL,BEV,S1,90,14134.6635,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,NL,SPORTAGE,HEV,S1,2615,-14927.7925,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,NL,STONIC,HEV,S1,2628,-12424.6267,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,NL,XCEED,ICE,S1,206,-16816.4304,,,crossover before sale year (product already above benchmark at t=0)
EU27,kia,PL,CEED,HEV,S1,16,-265.6953,,,"r_fleet <= 0: benchmark non-declining, no crossover"
EU27,kia,PL,CEED,ICE,S1,5111,-4815.2369,,,"r_fleet <= 0: benchmark non-declining, no crossover"
EU27,kia,PL,EV3,BEV,S1,107,21758.9847,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,PL,EV6,BEV,S1,427,18613.8372,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,PL,NIRO,BEV,S1,374,20776.3015,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
EU27,kia,PL,NIRO,HEV,S1,869,5347.952,,,"r_fleet <= 0: benchmark non-declining, no crossover"
EU27,kia,PL,PICANTO,ICE,S1,1446,357.3793,,,"r_fleet <= 0: benchmark non-declining, no crossover"
EU27,kia,PL,PROCEED,ICE,S1,1393,-6861.6228,,,"r_fleet <= 0: benchmark non-declining, no crossover"
EU27,kia,PL,RIO,ICE,S1,51,-604.6465,,,"r_fleet <= 0: benchmark non-declining, no crossover"
EU27,kia,PL,SORENTO,HEV,S1,1216,-17084.2763,,,"r_fleet <= 0: benchmark non-declining, no crossover"
